movie_id,user_id,rating,date
145,1852040,3,2005-08-15
28,2469190,5,2003-05-14
83,1257454,2,2004-10-25
80,1166912,2,2003-05-08
78,2597077,5,2001-09-07
118,116977,5,2001-09-10
28,1385356,2,2005-07-17
46,107840,3,2000-01-21
28,1737862,3,2004-09-08
117,2439493,1,2003-04-25
57,1386457,4,2003-10-21
28,823802,3,2004-10-19
77,775794,3,2000-09-07
143,549534,3,2001-07-19
83,803468,3,2003-03-21
23,595778,3,2003-05-02
127,105532,3,2002-10-26
111,720503,3,2004-09-23
118,429045,3,2003-05-02
125,651142,4,2005-04-28
110,1536419,1,2004-04-05
43,2625420,2,2004-05-13
118,2466899,3,2005-01-19
28,245808,4,2005-01-08
44,2591450,5,2001-12-10
19,1480571,2,2005-09-13
143,2472537,4,2004-10-29
68,862596,1,2005-09-15
111,897925,4,2005-09-26
28,282654,1,2003-06-20
106,510834,4,2005-05-29
143,2101842,4,2004-03-12
127,394895,4,2004-03-08
8,203738,4,2005-04-25
135,507498,5,2004-10-18
143,2062763,5,2003-06-03
24,717542,2,2003-09-25
76,2241806,5,2005-07-25
28,1317671,3,2005-11-05
145,1932594,1,2004-07-19
118,862596,3,2005-09-18
18,1762633,4,2000-06-06
23,1988192,4,2003-09-20
106,2406705,2,2005-08-21
143,2012897,5,2000-08-05
63,1932594,2,2004-07-26
30,2102846,4,2005-09-16
58,1753201,4,2005-01-19
104,1146000,4,2002-05-29
16,2540684,3,2004-10-16
125,2232041,4,2005-08-03
44,2268573,2,2001-01-28
106,452299,5,2005-08-29
45,1984086,4,2004-09-18
143,2119555,5,2005-04-04
116,176377,3,2005-08-30
108,1783789,5,2004-08-07
30,1176462,5,2004-12-19
55,510103,2,2000-12-06
30,1316762,3,2004-07-20
76,735623,4,2005-09-12
143,966426,5,2005-02-08
28,126257,4,2003-11-07
108,219481,2,2004-07-03
143,1666140,4,2003-12-26
83,1598488,4,2005-04-26
55,243612,3,2004-10-20
77,942523,5,2004-03-17
83,1559165,4,2004-12-21
77,2272654,3,2004-07-08
18,1096082,4,2004-07-06
111,152955,3,2004-05-11
58,638020,2,2004-10-12
5,1473980,2,2005-09-17
104,2387463,3,2003-10-29
16,474700,3,2003-09-13
118,1556692,2,2005-10-21
18,1660384,5,2005-07-18
46,823557,5,2001-11-26
44,1659398,4,2005-05-16
46,1084626,1,2002-03-27
144,826184,3,2003-04-01
18,2608886,3,2000-09-09
108,1168926,5,2004-06-28
138,2315012,1,2005-02-17
76,2105294,4,2005-07-02
28,2603059,2,2005-01-25
28,269689,3,2003-08-22
111,123384,2,2004-04-17
105,1567970,3,2005-02-08
32,303002,4,2005-09-06
18,407877,3,2004-12-01
58,2304924,1,2004-09-03
23,989704,1,2005-05-11
77,2276333,2,2005-09-13
46,832536,5,2000-03-22
81,1775437,4,2005-10-18
83,684876,3,2005-10-11
118,954973,4,2004-12-27
77,1763064,2,2000-09-20
46,1773695,3,2000-09-15
30,1717060,3,2004-10-10
48,1334279,4,2003-03-31
129,825819,4,2004-07-06
84,2638015,3,2004-06-08
69,2550506,1,2005-04-26
143,397212,5,2004-03-28
72,387418,4,2005-06-09
113,2299436,3,2003-08-07
58,2077046,3,2005-01-29
28,227799,4,2004-09-03
104,864172,3,2004-06-24
119,2040859,1,2004-11-23
90,900899,4,2003-04-28
143,1875549,3,2005-04-12
18,1298147,3,2005-04-13
110,1090296,2,2003-10-31
77,1599561,2,2000-08-31
12,2030523,5,2005-05-15
28,1583631,4,2004-10-08
122,392651,3,2005-06-28
143,418339,5,2005-01-19
128,525356,4,2001-05-07
111,1242044,3,2004-03-07
18,2636654,5,2003-08-11
62,1639792,1,2003-08-31
138,272840,3,2004-04-22
28,551208,3,2003-10-09
143,997772,3,2004-10-27
111,2315012,1,2004-03-30
108,152858,2,2004-07-03
78,480305,3,2000-06-10
108,1489224,4,2004-07-30
28,2107198,5,2003-04-30
83,432130,4,2004-04-08
51,1573228,2,2004-02-27
28,1533313,5,2003-05-19
79,2222089,3,2001-03-03
68,596964,5,2004-11-14
143,443193,3,2000-05-11
89,2158747,1,2002-10-13
28,2089924,4,2004-08-04
104,319058,5,2004-06-28
125,401047,4,2005-06-15
48,2156074,3,2004-12-22
29,2513873,4,2004-09-29
58,342877,3,2004-09-03
30,990533,3,2004-06-23
143,1456270,2,2003-01-21
30,1891748,4,2005-09-18
16,2640278,3,2005-10-10
88,1988375,4,2004-04-21
39,2424335,3,2004-10-12
30,1552934,3,2004-04-05
122,2360721,3,2003-11-18
28,11043,5,2003-10-15
83,507498,3,2002-11-17
58,1547173,4,2004-12-19
148,2573207,1,2001-08-16
6,1461435,1,2005-06-13
39,453239,3,2005-12-12
133,326356,1,2005-01-25
46,1178846,3,2002-09-07
118,765938,3,2002-12-24
28,1349717,3,2005-06-03
77,1662714,2,2003-11-25
41,1001129,2,2005-03-04
30,123384,5,2004-05-29
58,1986034,4,2003-09-12
138,2042985,3,2004-08-24
55,2637755,2,2005-05-02
111,487949,4,2004-05-26
89,1811676,1,2004-03-26
145,1428452,3,2005-01-19
58,394528,3,2005-03-18
58,1060057,3,2005-01-05
89,905074,2,2005-03-28
111,508323,4,2004-07-02
30,2105294,4,2004-06-28
83,311641,1,2004-06-02
122,1908051,2,2004-06-27
16,2608886,2,2000-09-10
12,896279,3,2005-03-03
57,2283366,3,2004-03-05
30,1857889,3,2004-06-14
28,2495584,3,2005-07-28
99,1897386,2,2002-11-19
143,2513873,4,2004-09-29
46,189887,5,2002-09-19
143,1739082,3,2004-03-04
18,1932785,3,2004-11-25
97,519761,5,2003-04-23
111,239518,4,2004-03-22
111,2176304,4,2004-03-03
57,153237,5,2005-05-05
48,2375687,4,2004-05-18
62,2250323,4,2003-10-14
143,1029224,4,2001-01-26
79,1460630,4,2003-11-11
108,841955,4,2004-09-29
30,1922925,4,2004-05-07
118,492291,3,2005-01-04
46,66109,1,2002-04-20
28,969772,4,2003-08-24
118,152807,4,2005-03-14
127,258675,2,2003-06-16
18,341649,1,2004-03-14
35,1114342,4,2005-05-07
30,705534,3,2005-10-01
17,666611,3,2005-07-28
36,965104,3,2004-08-26
47,2404142,1,2003-09-12
28,1612901,4,2005-08-27
30,790348,4,2004-05-04
28,638998,3,2003-04-03
129,2429294,4,2005-08-31
143,525071,5,2004-02-27
108,1747154,3,2005-04-06
28,717542,4,2003-11-06
30,508927,4,2004-04-05
48,1784150,4,2005-02-28
119,1664010,3,2005-10-14
143,2492695,5,2005-10-12
18,49890,5,2004-04-15
122,1830000,3,2005-07-20
126,1837276,4,2005-04-19
118,1146632,3,2005-01-19
127,1203779,4,2003-12-09
83,1332725,3,2005-12-12
55,860520,4,2005-12-13
101,769702,2,2005-02-26
28,1184537,2,2002-12-05
16,1645486,3,2000-02-04
143,663880,3,2003-03-04
28,1473595,3,2005-02-18
18,705645,3,2004-06-23
72,61472,2,2003-09-13
26,2588510,2,2004-07-28
104,1099404,3,2004-02-16
30,2629599,3,2004-05-15
46,185495,4,2002-02-28
138,873478,3,2005-09-18
58,1832073,5,2004-09-03
111,1274035,2,2005-01-29
143,2425741,4,2003-02-14
83,749353,4,2004-04-06
144,1737529,1,2003-08-12
25,1523710,5,2004-10-29
108,1353566,3,2004-11-16
30,2029979,4,2004-04-23
110,42072,3,2003-03-30
122,1060658,5,2004-12-04
111,1466323,4,2004-03-03
122,1782185,3,2005-12-01
143,478176,2,2004-09-17
143,1918704,5,2003-01-25
30,894805,2,2004-09-03
83,2376301,4,2005-06-05
18,2237988,4,2004-10-11
107,2341658,1,2001-10-04
17,935230,4,2005-08-19
117,1875008,3,2004-01-20
79,727242,1,2004-02-19
44,2057375,2,2005-01-11
88,1294425,4,2005-08-16
77,1557927,4,2004-12-15
28,579959,4,2005-07-20
77,415641,2,2004-06-29
30,223423,3,2004-05-01
28,931565,5,2004-07-09
146,1793530,3,2005-08-17
58,1381552,4,2005-02-24
143,139297,4,2005-05-03
143,415253,4,2004-11-17
118,1424177,3,2005-06-20
82,492291,2,2005-06-21
83,946380,3,2005-12-08
68,2439493,1,2004-09-14
143,2162424,3,2004-08-14
118,2375380,4,2004-12-21
122,2237907,3,2003-07-22
24,522710,3,2005-03-24
44,1160772,1,2004-06-25
108,620741,4,2004-06-21
30,1395543,3,2004-05-03
124,2118461,3,2005-12-19
47,356103,5,2003-06-17
122,1622462,2,2003-08-07
138,608234,3,2004-10-31
77,1739691,1,2000-02-08
28,827380,3,2003-01-19
3,1774181,4,2003-12-23
139,155342,1,2003-03-30
33,466669,5,2004-07-02
30,626531,2,2004-08-04
47,1935793,1,2005-01-11
127,11043,4,2003-10-15
48,1189210,4,2005-12-18
111,707528,1,2004-04-21
26,2419406,5,2004-10-18
28,1344086,3,2003-06-23
21,1114324,3,2005-02-20
113,1187949,4,2005-03-19
143,717338,4,2003-03-23
108,9321,2,2004-08-26
138,10251,4,2005-01-27
109,138649,2,2003-04-22
108,1315201,4,2005-08-08
32,636262,1,2005-08-22
143,1701654,3,2004-06-26
118,1706873,4,2005-01-25
63,2256485,1,2005-03-21
66,1461435,1,2002-02-11
33,136477,4,2005-01-30
83,2550506,3,2003-10-26
114,507094,5,2004-09-17
111,1978244,2,2004-07-28
133,524295,1,2004-11-14
83,1533313,5,2004-01-25
30,1278832,3,2005-02-05
30,1047368,4,2004-05-31
127,2118155,3,2003-10-23
108,1891748,4,2005-09-20
108,114130,3,2005-04-05
122,1300687,2,2005-06-15
71,491331,2,2005-04-12
28,1375880,4,2005-07-13
18,10268,3,2002-12-06
77,438674,3,2004-07-03
30,1036350,5,2005-06-10
58,1701487,2,2004-09-03
47,580231,2,2003-09-06
30,1173289,3,2004-04-29
57,1242432,3,2005-03-05
32,1886585,3,2005-08-07
110,2237988,4,2004-09-03
83,275600,3,2004-05-06
48,320226,1,2005-12-23
111,1869116,4,2004-04-13
44,938764,4,2004-12-17
75,332698,1,2003-04-28
143,848193,5,2004-05-25
44,1605580,3,2001-03-11
138,1422883,5,2004-04-05
8,2647197,1,2005-05-28
75,1977959,3,2002-08-07
118,42487,4,2005-07-22
138,290916,4,2004-08-16
77,1301243,5,2005-06-16
89,116977,1,2002-02-16
23,311641,3,2004-12-12
57,315168,3,2005-11-09
52,2105661,5,2005-03-12
77,1454142,3,2002-10-31
143,2383871,4,2002-10-26
108,383451,3,2005-05-12
143,1002509,4,2004-03-15
77,2333850,3,2003-05-20
58,97578,3,2003-07-27
46,437955,4,2002-09-28
143,1934002,5,2005-12-10
44,1724806,2,2003-07-18
118,271355,3,2005-07-10
111,566016,3,2004-07-01
42,1114324,1,2005-06-09
12,319058,4,2004-08-17
29,6544,4,2004-08-23
30,1758002,4,2004-06-08
118,1672832,2,2004-06-09
30,1314869,3,2004-05-06
8,1558352,1,2005-10-27
122,549094,2,2003-12-14
58,835847,3,2003-07-21
83,43177,3,2000-03-20
33,2209351,2,2004-03-30
77,579959,3,2005-07-20
108,428688,4,2004-06-23
110,411705,3,2004-04-21
132,1658172,5,2004-02-25
111,232877,3,2004-04-12
118,1797525,3,2001-06-23
104,1303244,3,2005-08-17
30,448879,2,2005-10-16
143,1347916,3,2005-04-05
113,2091736,4,2004-10-28
81,780334,4,2005-02-09
110,2056022,2,2003-04-18
109,200427,3,2004-07-27
51,428170,2,2003-06-02
24,2521955,4,2005-05-28
106,166041,4,2005-12-29
16,1114321,3,2004-12-20
30,1109700,4,2004-11-27
18,1460561,3,2001-06-01
118,280260,4,2005-01-22
45,121182,2,2000-12-22
108,2078245,3,2005-10-02
28,1758002,3,2003-02-20
83,1041130,4,2004-12-13
16,1403658,3,2005-10-01
77,42064,4,2004-11-11
110,64765,2,2004-02-25
143,2535052,4,2003-01-24
17,1257336,4,2005-06-28
129,1489566,2,2004-04-11
116,305344,1,2005-04-29
44,2463759,3,2005-03-10
108,2459229,4,2004-06-22
88,2238060,3,2004-08-19
138,1739296,5,2005-06-23
143,2463759,4,2003-12-25
18,1973244,3,2005-03-05
131,2534061,1,2004-03-12
58,2432917,4,2004-10-10
83,1707198,3,2003-10-08
101,226048,3,2005-01-03
77,2457781,2,2004-06-08
30,315894,4,2004-05-04
143,376277,4,2003-08-10
114,312937,4,2003-12-02
143,2033811,3,2005-08-17
102,1112365,1,2005-08-01
28,2604976,3,2003-12-08
58,2485642,5,2005-08-24
58,1110156,4,2003-12-30
33,806605,5,2005-04-25
108,2242958,2,2004-06-30
46,383404,4,2001-07-03
111,946972,2,2004-07-22
28,2424335,4,2004-10-02
28,1654617,3,2004-07-24
30,1419253,4,2004-07-02
111,2284890,3,2005-03-13
46,2208519,2,2002-10-18
3,1599561,4,2003-05-29
58,2593441,1,2004-09-04
30,753480,4,2005-05-11
97,576723,3,2003-05-05
84,2534832,4,2003-12-04
30,1087944,1,2004-04-28
78,1484157,2,2000-03-15
143,1884816,5,2004-07-12
15,1785209,3,2001-05-19
109,2085211,4,2001-10-17
143,2513157,4,2000-09-27
77,1065598,3,2004-10-25
79,2208519,1,2003-02-14
131,447836,3,2005-09-06
131,1876520,2,2002-05-03
30,2035595,5,2004-02-24
79,2512235,4,2002-12-21
47,973622,3,2002-09-11
125,2085613,3,2004-06-08
143,1022452,3,2005-03-01
18,1598488,4,2005-05-17
58,534237,4,2005-08-07
47,1048629,4,2002-09-14
115,1037705,4,2004-10-13
108,464774,2,2004-06-18
143,1580673,3,2005-08-18
118,541376,3,2004-12-16
83,903666,4,2003-01-09
28,1983493,5,2003-03-24
57,1126516,3,2005-02-06
97,2087093,4,2004-01-09
143,2541385,4,2003-01-08
58,43751,5,2005-02-19
143,1475516,4,2004-07-09
79,655601,4,2004-10-26
138,286106,4,2004-09-28
30,176377,3,2004-05-10
28,589682,3,2003-02-12
46,1662098,4,2002-06-26
143,1337699,4,2004-03-12
111,361327,3,2004-08-09
77,969772,4,2005-04-17
58,290342,5,2005-01-30
78,1987434,1,2005-07-15
143,2584676,3,2004-10-26
104,1233297,3,2003-01-22
17,1057021,2,2005-08-27
58,70893,4,2005-06-12
83,779811,3,2004-01-06
97,563705,3,2005-10-01
30,432259,3,2004-05-12
14,2056022,2,2004-09-22
77,1813076,3,2004-09-08
49,1645904,2,2005-08-26
47,2105294,2,2004-12-19
77,838612,3,2005-12-13
86,1639792,1,2002-09-05
108,1906611,3,2004-10-12
118,1110156,3,2003-12-28
83,2386868,5,2003-04-02
118,2033070,5,2004-12-22
110,1029163,1,2002-11-28
118,1044050,3,2005-09-14
58,1329904,3,2005-07-26
28,1986937,3,2003-07-16
77,1925832,2,2004-07-13
78,1017698,2,2004-11-02
3,1869907,5,2004-10-20
143,1449358,3,2004-09-13
44,779811,4,2004-01-06
118,2147714,1,2000-08-14
81,121182,2,2001-03-20
83,2081789,4,2002-08-12
83,311875,2,2000-04-04
143,2412878,4,2003-10-29
28,1484157,4,2003-03-24
133,1060057,1,2005-02-24
128,2554745,3,2001-06-20
118,1526365,2,2004-03-25
46,2577867,2,2002-07-07
138,1287490,3,2005-08-24
16,1521272,3,2004-04-14
28,1739230,5,2004-06-26
113,1814136,4,2004-07-07
28,2524669,4,2003-05-08
138,567705,5,2005-05-02
118,14690,2,2001-08-11
18,789969,4,2005-03-25
106,2469479,5,2005-03-06
16,634569,2,2000-01-08
45,2029766,2,2002-06-14
28,651129,2,2005-07-03
28,2204299,3,2005-06-21
58,1907667,4,2004-09-03
127,2360906,2,2003-09-25
58,237672,4,2005-07-30
96,320856,3,2005-01-19
118,514829,5,2004-12-23
44,88959,3,2005-08-30
111,2373185,3,2004-09-28
30,2124138,3,2004-04-15
143,675468,4,2001-05-19
125,666611,3,2005-04-13
30,566255,1,2005-03-09
113,348960,3,2005-09-07
138,510834,3,2005-05-21
143,374741,2,2003-10-07
57,48607,4,2003-08-10
143,923703,4,2003-01-21
30,1033629,3,2004-10-17
48,2584980,3,2002-06-25
118,1267783,5,2005-03-02
118,2314956,1,2005-04-28
104,1632290,4,2004-12-19
58,480115,5,2005-04-09
77,827459,2,2005-10-10
83,1399249,3,2002-12-10
118,931565,3,2004-12-24
26,1557557,3,2004-08-18
31,2282041,3,2004-09-25
18,1388677,3,2000-02-29
118,1916555,5,2003-06-26
18,423361,4,2001-07-31
58,946972,3,2004-09-03
58,1750785,3,2004-09-03
18,159159,3,2004-01-27
118,1477153,2,2004-01-30
45,383451,3,2005-01-19
26,1625122,1,2005-10-28
111,140498,3,2004-07-08
96,1404811,4,2001-01-04
108,923889,3,2004-08-12
108,1423668,4,2004-09-22
128,504620,1,2005-08-03
118,1907859,3,2005-03-16
58,453239,4,2005-02-18
62,1174811,4,2005-03-16
143,2125852,5,2004-10-17
143,2099780,3,2005-02-13
68,1060057,3,2004-12-27
55,2328701,4,2004-06-11
45,258675,3,2004-08-04
75,2489039,1,2005-03-23
58,2356355,4,2004-12-14
143,2556700,5,2003-04-24
57,1067761,4,2004-08-25
26,286684,2,2004-08-11
30,1880766,2,2004-06-14
80,2360906,3,2003-05-02
146,2546942,2,2003-08-02
48,2469479,5,2005-01-04
28,1017411,3,2005-09-26
24,1887657,3,2004-11-08
103,638020,3,2005-06-30
111,21823,3,2004-06-29
45,1224299,3,2005-02-16
58,1641213,4,2005-09-04
28,1304853,3,2004-04-21
143,732682,4,2004-07-25
104,2070798,4,2004-07-07
44,1844442,5,2005-03-03
81,2596383,4,2005-09-27
143,2634967,4,2004-05-13
118,470781,3,2004-01-04
84,1300687,2,2005-12-08
117,16272,3,2003-04-15
16,325844,3,2005-01-03
8,2218735,3,2005-03-21
8,1848018,2,2005-08-10
103,1065402,4,2005-12-29
132,745235,3,2004-10-17
18,966426,3,2005-02-08
97,491331,2,2005-04-12
18,50259,3,2005-03-05
17,1423249,3,2005-08-30
30,1486956,4,2005-04-06
30,2370740,5,2004-07-07
58,1191408,3,2005-02-28
14,1287892,2,2004-01-12
78,775794,3,2000-09-07
84,447836,4,2005-06-04
16,962151,2,2000-03-11
89,1429631,4,2002-09-29
81,1714672,2,2004-06-29
44,651142,4,2005-03-02
57,387418,1,2003-10-10
117,1984086,5,2004-08-09
8,759902,4,2005-04-02
28,1116080,4,2005-05-22
77,481523,3,2000-08-17
30,503235,3,2004-05-27
16,944944,4,2004-04-07
104,514829,5,2005-06-05
122,2534832,4,2004-05-04
18,1276913,4,2003-08-05
78,1096082,4,2004-07-06
58,1978089,4,2004-10-18
47,66109,1,2002-04-20
118,679042,4,2004-12-23
48,769702,5,2004-12-01
77,1788009,5,2004-11-13
138,2190100,5,2004-06-26
52,682963,3,2005-06-20
55,262411,3,2003-10-28
18,2201323,4,2005-02-09
111,997772,3,2005-07-11
118,1511623,2,2002-06-01
28,2511278,4,2004-01-02
111,2557596,2,2004-10-19
83,2124351,3,2003-01-10
67,2237185,2,2003-09-03
95,2385481,3,2005-12-02
68,5652,4,2004-11-01
111,1299887,1,2005-04-01
102,1472772,2,2005-06-03
133,1197233,3,2005-03-08
127,411705,4,2004-04-22
78,429260,3,2002-09-22
12,1545709,3,2004-07-30
84,782611,3,2003-03-03
125,1557557,3,2005-02-01
44,2011405,3,2004-10-04
122,516110,5,2005-03-02
138,407037,3,2004-11-10
118,1342551,4,2005-01-11
117,319058,3,2004-07-19
97,2457781,5,2004-11-02
78,2327386,3,2000-08-20
45,1349717,3,2005-06-04
1,2537543,5,2005-10-26
123,2438449,4,2005-11-01
110,960023,3,2004-04-25
58,2217043,4,2005-06-25
16,2484944,4,2003-08-17
58,2320697,2,2004-09-03
30,1468972,1,2005-05-18
57,1629801,4,2005-06-24
30,2021943,5,2004-09-01
143,43177,2,2000-03-20
8,1592339,3,2005-04-24
107,2447368,5,2001-07-16
17,1691661,3,2005-07-26
111,387418,4,2005-06-29
127,1550359,1,2003-09-15
78,1620319,3,2002-10-07
58,596918,4,2005-01-19
28,1209880,4,2004-10-09
116,5980,5,2005-07-28
25,1220170,4,2005-03-04
23,1696308,4,2005-07-04
3,2415196,3,2004-03-16
78,1998055,1,2002-08-24
88,1792064,5,2004-03-29
26,243304,3,2004-10-06
108,1279360,3,2004-06-15
46,398661,2,2001-10-20
44,2610157,4,2002-04-10
44,1662098,4,2005-02-05
108,2645476,3,2004-07-07
77,623496,3,2004-05-27
8,1613882,4,2005-04-15
107,1954032,2,2005-01-29
48,2481827,3,2005-09-21
38,2634967,1,2004-01-20
8,1002367,3,2005-12-10
78,555528,4,2002-02-02
143,810392,3,2004-05-11
18,603277,2,2000-02-25
76,2257122,5,2005-08-02
71,1112365,1,2004-11-11
143,1348456,4,2002-11-06
48,1405485,3,2004-09-09
76,1148389,4,2005-01-01
30,726543,4,2004-04-13
30,1865329,4,2004-11-04
76,1489224,5,2005-02-23
26,1473980,4,2005-08-22
16,1907667,3,2005-02-28
104,74320,5,2005-08-05
8,1708554,1,2005-07-28
122,2534061,2,2003-11-21
110,663118,1,2004-06-01
118,1042938,4,2005-04-19
58,2513157,4,2004-09-03
46,462171,3,2001-09-24
100,387418,3,2003-08-21
82,2055615,3,2005-08-10
58,831920,4,2004-10-05
143,2350588,4,2004-08-20
8,2145575,4,2005-10-05
143,361886,2,2005-02-26
63,1265763,4,2005-11-09
112,1143750,1,2004-02-10
46,867068,1,2001-06-22
33,1658172,5,2004-04-19
28,315833,5,2004-01-28
44,1559165,4,2004-07-02
28,1582952,3,2003-04-03
116,2147527,1,2005-11-11
8,1868998,3,2005-06-20
28,1663295,4,2003-03-28
44,1084137,4,2004-03-26
77,835847,1,2000-04-25
104,487949,4,2005-03-09
16,2263041,4,2003-10-04
17,735078,2,2005-07-14
122,1166912,2,2003-05-06
125,2141105,4,2005-03-06
108,1317871,4,2004-06-30
30,876370,3,2004-12-24
97,2035595,3,2003-07-18
118,458143,3,2005-04-18
